SVI Theme: Socioeconomic Status; Overall Socioeconomic Status (Percentile); NaturalBreaks
Data downloaded on 25-October-2025
County_FIPS,County,State,Diagnosed Diabetes-2015-Percentage,Overall Socioeconomic Status-2014-Percentile
31113,Logan County,Nebraska,7.1,0.1331
31115,Loup County,Nebraska,6.7,0.2334
31119,Madison County,Nebraska,9.3,0.2763
31117,Mcpherson County,Nebraska,7.6,0.072
31121,Merrick County,Nebraska,9,0.157
31123,Morrill County,Nebraska,8.6,0.3464
31125,Nance County,Nebraska,6.7,0.1977
31127,Nemaha County,Nebraska,8.3,0.1897
31129,Nuckolls County,Nebraska,6.4,0.1181
31131,Otoe County,Nebraska,8.4,0.1379
31133,Pawnee County,Nebraska,6.8,0.3935
31135,Perkins County,Nebraska,6.5,0.022
31137,Phelps County,Nebraska,7.7,0.014
31139,Pierce County,Nebraska,7.4,0.05
31141,Platte County,Nebraska,8.4,0.1665
31143,Polk County,Nebraska,6.1,0.0188
31145,Red Willow County,Nebraska,6.8,0.1754
31147,Richardson County,Nebraska,7.7,0.3044
31149,Rock County,Nebraska,7.3,0.0248
31151,Saline County,Nebraska,7.9,0.4534
31153,Sarpy County,Nebraska,8.8,0.0178
31155,Saunders County,Nebraska,7.4,0.0245
31157,Scotts Bluff County,Nebraska,9.1,0.3289
31159,Seward County,Nebraska,7.2,0.0602
31161,Sheridan County,Nebraska,8.7,0.3521
31163,Sherman County,Nebraska,6.6,0.2095
31165,Sioux County,Nebraska,5.7,0.0812
31167,Stanton County,Nebraska,7.2,0.0363
31169,Thayer County,Nebraska,6.9,0.1152
31171,Thomas County,Nebraska,6.8,0.0124
31173,Thurston County,Nebraska,14.5,0.8768
31175,Valley County,Nebraska,7.9,0.149
31177,Washington County,Nebraska,8,0.008
31179,Wayne County,Nebraska,7.6,0.1875
31181,Webster County,Nebraska,6.9,0.2703
31183,Wheeler County,Nebraska,6.5,0.0866
31185,York County,Nebraska,6.8,0.0277
32510,Carson City,Nevada,8.5,0.5979
32001,Churchill County,Nevada,7.8,0.6027
32003,Clark County,Nevada,9,0.5788
32005,Douglas County,Nevada,7.8,0.1777
32007,Elko County,Nevada,9.2,0.2257
32009,Esmeralda County,Nevada,8,0.8281
32011,Eureka County,Nevada,6.7,0.219
32013,Humboldt County,Nevada,7.8,0.4177
32015,Lander County,Nevada,7.6,0.504
32017,Lincoln County,Nevada,8,0.631
32019,Lyon County,Nevada,8,0.6711
32021,Mineral County,Nevada,7.9,0.7303
32023,Nye County,Nevada,9.2,0.7437
32027,Pershing County,Nevada,7.9,0.8545
32029,Storey County,Nevada,8.8,0.2493
32031,Washoe County,Nevada,6.5,0.4667
32033,White Pine County,Nevada,7.5,0.4435
33001,Belknap County,New Hampshire,6.9,0.1003
33003,Carroll County,New Hampshire,6.3,0.0637
33005,Cheshire County,New Hampshire,7.2,0.1831
33007,Coos County,New Hampshire,8.3,0.3725
33009,Grafton County,New Hampshire,6.8,0.0939
33011,Hillsborough County,New Hampshire,7.9,0.0936
33013,Merrimack County,New Hampshire,7.9,0.0669
33015,Rockingham County,New Hampshire,7.3,0.0185
33017,Strafford County,New Hampshire,9,0.1289
33019,Sullivan County,New Hampshire,8.3,0.1369
34001,Atlantic County,New Jersey,10.1,0.5457
34003,Bergen County,New Jersey,6.5,0.085
34005,Burlington County,New Jersey,8,0.1102
34007,Camden County,New Jersey,8.9,0.3906
34009,Cape May County,New Jersey,7.3,0.277
34011,Cumberland County,New Jersey,10.8,0.8001
34013,Essex County,New Jersey,10.1,0.5715
34015,Gloucester County,New Jersey,9,0.1878
34017,Hudson County,New Jersey,8.6,0.5202
34019,Hunterdon County,New Jersey,5.8,0.0287
34021,Mercer County,New Jersey,7.9,0.3228
34023,Middlesex County,New Jersey,9.3,0.1917
34025,Monmouth County,New Jersey,7.6,0.1041
34027,Morris County,New Jersey,6.2,0.0344
34029,Ocean County,New Jersey,8,0.2582
34031,Passaic County,New Jersey,8.3,0.5253
34033,Salem County,New Jersey,10.2,0.4699
34035,Somerset County,New Jersey,7.2,0.0232
34037,Sussex County,New Jersey,6.5,0.1124
34039,Union County,New Jersey,7.8,0.3575
34041,Warren County,New Jersey,7.3,0.198
35001,Bernalillo County,New Mexico,7.7,0.4664
35003,Catron County,New Mexico,8,0.7529
35005,Chaves County,New Mexico,10.8,0.738
35006,Cibola County,New Mexico,13.3,0.9542
35007,Colfax County,New Mexico,8.6,0.5855
35009,Curry County,New Mexico,8.7,0.6902
35011,De Baca County,New Mexico,7.9,0.5861
35013,Doña Ana County,New Mexico,8.2,0.9032
35015,Eddy County,New Mexico,8.4,0.3703
35017,Grant County,New Mexico,7.5,0.6266
35019,Guadalupe County,New Mexico,8.4,0.6256
35021,Harding County,New Mexico,7.1,0.7205
35023,Hidalgo County,New Mexico,8.1,0.9067
35025,Lea County,New Mexico,8.8,0.5998
35027,Lincoln County,New Mexico,6.4,0.4756
35028,Los Alamos County,New Mexico,5.6,0.0006
35029,Luna County,New Mexico,9.6,0.9892
35031,Mckinley County,New Mexico,12.3,0.9904
35033,Mora County,New Mexico,9,0.6613
35035,Otero County,New Mexico,8.8,0.8297
35037,Quay County,New Mexico,8.3,0.6587
35039,Rio Arriba County,New Mexico,9,0.8921
35041,Roosevelt County,New Mexico,9.5,0.8685
35045,San Juan County,New Mexico,9.3,0.7122
35047,San Miguel County,New Mexico,8.7,0.7297
35043,Sandoval County,New Mexico,6.9,0.3343
35049,Santa Fe County,New Mexico,4.9,0.3824
35051,Sierra County,New Mexico,8,0.6148
35053,Socorro County,New Mexico,9.7,0.8192
35055,Taos County,New Mexico,7.6,0.7727
35057,Torrance County,New Mexico,8.4,0.9175
35059,Union County,New Mexico,9,0.4916
35061,Valencia County,New Mexico,9.2,0.8886
36001,Albany County,New York,7.8,0.1512
36003,Allegany County,New York,6.8,0.6059
36005,Bronx County,New York,12.7,0.9784
36007,Broome County,New York,7,0.4502
36009,Cattaraugus County,New York,6.7,0.5473
36011,Cayuga County,New York,8.6,0.3719
36013,Chautauqua County,New York,6.8,0.5715
36015,Chemung County,New York,7.5,0.3018
36017,Chenango County,New York,6.5,0.5562
36019,Clinton County,New York,9.2,0.4193
36021,Columbia County,New York,6.5,0.2241
36023,Cortland County,New York,8.2,0.3216
36025,Delaware County,New York,6.7,0.4795
36027,Dutchess County,New York,6.9,0.2104
36029,Erie County,New York,8.5,0.276
36031,Essex County,New York,8.2,0.3136
36033,Franklin County,New York,7.1,0.639
36035,Fulton County,New York,8.3,0.554
36037,Genesee County,New York,7.1,0.2595
36039,Greene County,New York,7.9,0.4565
36041,Hamilton County,New York,7.9,0.1627
36043,Herkimer County,New York,8.4,0.4807
36045,Jefferson County,New York,9.6,0.517
36047,Kings County,New York,10,0.7237
36049,Lewis County,New York,6.2,0.4374
36051,Livingston County,New York,6.7,0.327
36053,Madison County,New York,7.5,0.1741
36055,Monroe County,New York,7.8,0.2983
36057,Montgomery County,New York,8.8,0.6657
36059,Nassau County,New York,6.9,0.0926
36061,New York County,New York,6.4,0.3757
36063,Niagara County,New York,6.9,0.291
36065,Oneida County,New York,8.9,0.4238
36067,Onondaga County,New York,7.3,0.2795
36069,Ontario County,New York,6.7,0.114
36071,Orange County,New York,9.2,0.2652
36073,Orleans County,New York,7.9,0.603
36075,Oswego County,New York,10.9,0.6227
36077,Otsego County,New York,7.2,0.4046
36079,Putnam County,New York,6.3,0.0796
36081,Queens County,New York,10,0.5387
36083,Rensselaer County,New York,7.5,0.2413
36085,Richmond County,New York,8.9,0.2432
36087,Rockland County,New York,8.2,0.2999
36091,Saratoga County,New York,7.9,0.0283
36093,Schenectady County,New York,6.2,0.256
36095,Schoharie County,New York,6.8,0.4451
36097,Schuyler County,New York,7.9,0.3056
36099,Seneca County,New York,8.8,0.3728
36089,St. Lawrence County,New York,7.4,0.6485
36101,Steuben County,New York,9.2,0.4056
36103,Suffolk County,New York,7.3,0.1073
36105,Sullivan County,New York,7.4,0.6329
36107,Tioga County,New York,8,0.1757
36109,Tompkins County,New York,7.2,0.2668
36111,Ulster County,New York,5.8,0.312
36113,Warren County,New York,7.6,0.1598
36115,Washington County,New York,8.1,0.4543
36117,Wayne County,New York,8,0.2735
36119,Westchester County,New York,6.8,0.2047
36121,Wyoming County,New York,7.4,0.3432
36123,Yates County,New York,8.7,0.3954
37001,Alamance County,North Carolina,9.9,0.6514
37003,Alexander County,North Carolina,7.7,0.7431
37005,Alleghany County,North Carolina,7.8,0.879
37007,Anson County,North Carolina,10.5,0.9551
37009,Ashe County,North Carolina,7.5,0.7447
37011,Avery County,North Carolina,9.3,0.6762
37013,Beaufort County,North Carolina,8.7,0.7962
37015,Bertie County,North Carolina,9.6,0.9742
37017,Bladen County,North Carolina,11,0.9328
37019,Brunswick County,North Carolina,7.2,0.5533
37021,Buncombe County,North Carolina,7.1,0.3445
37023,Burke County,North Carolina,8.3,0.8736
37025,Cabarrus County,North Carolina,8.3,0.467
37027,Caldwell County,North Carolina,10.1,0.9026
37029,Camden County,North Carolina,7.4,0.3677
37031,Carteret County,North Carolina,7.5,0.4333
37033,Caswell County,North Carolina,9,0.9007
37035,Catawba County,North Carolina,9.6,0.5775
37037,Chatham County,North Carolina,7.8,0.3938
37039,Cherokee County,North Carolina,7.3,0.7857
37041,Chowan County,North Carolina,9.2,0.8402
37043,Clay County,North Carolina,7.6,0.7475
37045,Cleveland County,North Carolina,10.4,0.822
37047,Columbus County,North Carolina,11.6,0.8637
37049,Craven County,North Carolina,11.7,0.5883
37051,Cumberland County,North Carolina,11.5,0.5992
37053,Currituck County,North Carolina,8.2,0.3187
37055,Dare County,North Carolina,6.5,0.0965
37057,Davidson County,North Carolina,9.4,0.7065
37059,Davie County,North Carolina,8.5,0.4206
37061,Duplin County,North Carolina,12.6,0.9596
37063,Durham County,North Carolina,7.1,0.3976
37065,Edgecombe County,North Carolina,11.7,0.9586
37067,Forsyth County,North Carolina,9.9,0.5326
37069,Franklin County,North Carolina,10.5,0.7039
37071,Gaston County,North Carolina,9.9,0.7389
37073,Gates County,North Carolina,8.8,0.7014
37075,Graham County,North Carolina,7.9,0.8045
37077,Granville County,North Carolina,8.9,0.6336
37079,Greene County,North Carolina,9.1,0.9265
37081,Guilford County,North Carolina,8.9,0.4979
37083,Halifax County,North Carolina,10.6,0.9516
37085,Harnett County,North Carolina,9.4,0.7555
37087,Haywood County,North Carolina,7.8,0.4422
37089,Henderson County,North Carolina,5.7,0.3779
37091,Hertford County,North Carolina,12.6,0.9691
37093,Hoke County,North Carolina,8.9,0.8491
37095,Hyde County,North Carolina,8.7,0.8637
37097,Iredell County,North Carolina,9.3,0.4499
37099,Jackson County,North Carolina,7.4,0.6565
37101,Johnston County,North Carolina,11.1,0.6291
37103,Jones County,North Carolina,9.9,0.7412
37105,Lee County,North Carolina,10.5,0.7561
37107,Lenoir County,North Carolina,11.9,0.8828
37109,Lincoln County,North Carolina,9.7,0.5909
37113,Macon County,North Carolina,8,0.6218
37115,Madison County,North Carolina,7.8,0.7128
37117,Martin County,North Carolina,9.5,0.893
37111,Mcdowell County,North Carolina,9.9,0.859
37119,Mecklenburg County,North Carolina,8.8,0.3629
37121,Mitchell County,North Carolina,8.1,0.7679
37123,Montgomery County,North Carolina,7.8,0.9379
37125,Moore County,North Carolina,7.6,0.3493
37127,Nash County,North Carolina,11.1,0.6998
37129,New Hanover County,North Carolina,7,0.3805
37131,Northampton County,North Carolina,10.2,0.9685
37133,Onslow County,North Carolina,8.6,0.5565
37135,Orange County,North Carolina,6.4,0.2378
37137,Pamlico County,North Carolina,8.3,0.4432
37139,Pasquotank County,North Carolina,9.8,0.7402
37141,Pender County,North Carolina,10,0.6285
37143,Perquimans County,North Carolina,9.9,0.6985
37145,Person County,North Carolina,8.9,0.7931
37147,Pitt County,North Carolina,8.7,0.7154
37149,Polk County,North Carolina,7.6,0.432
37151,Randolph County,North Carolina,10.2,0.7526
37153,Richmond County,North Carolina,9.3,0.9245
37155,Robeson County,North Carolina,14.1,0.9803
37157,Rockingham County,North Carolina,9.6,0.8058
37159,Rowan County,North Carolina,10.7,0.7876
37161,Rutherford County,North Carolina,9.2,0.866
37163,Sampson County,North Carolina,11.4,0.9226
37165,Scotland County,North Carolina,10.2,0.9755
37167,Stanly County,North Carolina,9.6,0.7701
37169,Stokes County,North Carolina,7.8,0.7141
37171,Surry County,North Carolina,9.9,0.7848
37173,Swain County,North Carolina,8.9,0.823
37175,Transylvania County,North Carolina,6.8,0.3843
37177,Tyrrell County,North Carolina,8.8,0.9771
37179,Union County,North Carolina,10.1,0.2627
37181,Vance County,North Carolina,9.1,0.9131
37183,Wake County,North Carolina,7.7,0.1286
37185,Warren County,North Carolina,9.1,0.865
37187,Washington County,North Carolina,9.4,0.9408
37189,Watauga County,North Carolina,7.4,0.7291
37191,Wayne County,North Carolina,12.4,0.8099
37193,Wilkes County,North Carolina,9.9,0.9554
37195,Wilson County,North Carolina,10,0.8548
37197,Yadkin County,North Carolina,7.8,0.7131
37199,Yancey County,North Carolina,7.4,0.7692
38001,Adams County,North Dakota,7.2,0.0054
38003,Barnes County,North Dakota,7.2,0.0328
38005,Benson County,North Dakota,9.5,0.7106
38007,Billings County,North Dakota,6.1,0.029
38009,Bottineau County,North Dakota,6.9,0.099
38011,Bowman County,North Dakota,6.5,0.0487
38013,Burke County,North Dakota,6.4,0.1544
38015,Burleigh County,North Dakota,7.2,0.0064
38017,Cass County,North Dakota,7.1,0.0465
38019,Cavalier County,North Dakota,7.2,0.0312
38021,Dickey County,North Dakota,7.8,0.1312
38023,Divide County,North Dakota,7.2,0.0159
38025,Dunn County,North Dakota,7.5,0.0532
38027,Eddy County,North Dakota,9.8,0.2394
38029,Emmons County,North Dakota,7.9,0.2738
38031,Foster County,North Dakota,6.2,0.1143
38033,Golden Valley County,North Dakota,7.3,0.0322
38035,Grand Forks County,North Dakota,8.1,0.2133
38037,Grant County,North Dakota,6.7,0.1792
38039,Griggs County,North Dakota,6.8,0.0977
38041,Hettinger County,North Dakota,6.6,0.1086
38043,Kidder County,North Dakota,6.6,0.1098
38045,Lamoure County,North Dakota,6.7,0.084
38047,Logan County,North Dakota,7.6,0.1907
38049,Mchenry County,North Dakota,5.6,0.1764
38051,Mcintosh County,North Dakota,6.5,0.3486
38053,Mckenzie County,North Dakota,8.6,0.1172
38055,Mclean County,North Dakota,9,0.0809
38057,Mercer County,North Dakota,8.2,0.0786
38059,Morton County,North Dakota,6.6,0.0423
38061,Mountrail County,North Dakota,10.4,0.0917
38063,Nelson County,North Dakota,8.4,0.0372
38065,Oliver County,North Dakota,8.8,0.15
38067,Pembina County,North Dakota,7.6,0.0914
38069,Pierce County,North Dakota,6.9,0.2783
38071,Ramsey County,North Dakota,6.8,0.12
38073,Ransom County,North Dakota,8,0.0815
38075,Renville County,North Dakota,6.3,0.0111
38077,Richland County,North Dakota,6.7,0.0739
38079,Rolette County,North Dakota,12.7,0.73
38081,Sargent County,North Dakota,6.6,0.0229
38083,Sheridan County,North Dakota,6.9,0.1194
38085,Sioux County,North Dakota,11.1,0.9303
38087,Slope County,North Dakota,6.7,0.0856
38089,Stark County,North Dakota,7.3,0.0353
38091,Steele County,North Dakota,7.7,0.0099
38093,Stutsman County,North Dakota,7.6,0.1506
38095,Towner County,North Dakota,6.8,0.035
38097,Traill County,North Dakota,7.2,0.0624
38099,Walsh County,North Dakota,6.3,0.1716
38101,Ward County,North Dakota,8.5,0.021
38103,Wells County,North Dakota,7,0.1375
38105,Williams County,North Dakota,8.5,0.0175
39001,Adams County,Ohio,8.3,0.9564
39003,Allen County,Ohio,10,0.6237
39005,Ashland County,Ohio,7.1,0.5791
39007,Ashtabula County,Ohio,10.5,0.6944
39009,Athens County,Ohio,10.1,0.8093
39011,Auglaize County,Ohio,9.2,0.1643
39013,Belmont County,Ohio,9.7,0.439
39015,Brown County,Ohio,10.6,0.6434
39017,Butler County,Ohio,8.7,0.2996
39019,Carroll County,Ohio,7.4,0.5059
39021,Champaign County,Ohio,8.5,0.4635
39023,Clark County,Ohio,10,0.6504
39025,Clermont County,Ohio,9.5,0.1869
39027,Clinton County,Ohio,7.6,0.5915
39029,Columbiana County,Ohio,7.7,0.5705
39031,Coshocton County,Ohio,9.6,0.6657
39033,Crawford County,Ohio,8.4,0.5657
39035,Cuyahoga County,Ohio,9.8,0.5234
39037,Darke County,Ohio,6.9,0.4842
39039,Defiance County,Ohio,8,0.4031
39041,Delaware County,Ohio,7.6,0.0013
39043,Erie County,Ohio,8,0.2935
39045,Fairfield County,Ohio,8.1,0.1649
39047,Fayette County,Ohio,9.3,0.6969
39049,Franklin County,Ohio,9.9,0.3537
39051,Fulton County,Ohio,9.9,0.3158
39053,Gallia County,Ohio,10.6,0.7466
39055,Geauga County,Ohio,7.1,0.0401
39057,Greene County,Ohio,8.5,0.2206
39059,Guernsey County,Ohio,7.8,0.7176
39061,Hamilton County,Ohio,9.2,0.4152
39063,Hancock County,Ohio,8.6,0.2802
39065,Hardin County,Ohio,7.3,0.7042
39067,Harrison County,Ohio,8.1,0.5075
39069,Henry County,Ohio,7.3,0.3009
39071,Highland County,Ohio,9.3,0.85
39073,Hocking County,Ohio,10.5,0.6192
39075,Holmes County,Ohio,8.1,0.6562
39077,Huron County,Ohio,9.1,0.4425
39079,Jackson County,Ohio,9.7,0.836
39081,Jefferson County,Ohio,10,0.5196
39083,Knox County,Ohio,9.4,0.4355
39085,Lake County,Ohio,7.7,0.1254
39087,Lawrence County,Ohio,12.8,0.5995
39089,Licking County,Ohio,8.9,0.2515
39091,Logan County,Ohio,7.1,0.5158
39093,Lorain County,Ohio,9.5,0.389
39095,Lucas County,Ohio,9.9,0.6278
39097,Madison County,Ohio,7.7,0.3687
39099,Mahoning County,Ohio,9.9,0.5629
39101,Marion County,Ohio,11.5,0.6778
39103,Medina County,Ohio,8.1,0.0369
39105,Meigs County,Ohio,9.6,0.8822
39107,Mercer County,Ohio,8.3,0.1815
39109,Miami County,Ohio,8,0.3429
39111,Monroe County,Ohio,9.9,0.6008
39113,Montgomery County,Ohio,10.8,0.5403
39115,Morgan County,Ohio,7.9,0.6492
39117,Morrow County,Ohio,8.6,0.4495
39119,Muskingum County,Ohio,9.8,0.6695
39121,Noble County,Ohio,8.2,0.68
39123,Ottawa County,Ohio,8.4,0.1105
39125,Paulding County,Ohio,7.3,0.3607
39127,Perry County,Ohio,9.5,0.7695
39129,Pickaway County,Ohio,8.5,0.3976
39131,Pike County,Ohio,10,0.9182
39133,Portage County,Ohio,8.2,0.4091
39135,Preble County,Ohio,8.5,0.3986
39137,Putnam County,Ohio,6.1,0.0579
39139,Richland County,Ohio,7.5,0.595
39141,Ross County,Ohio,9.7,0.7676
39143,Sandusky County,Ohio,7.5,0.4037
39145,Scioto County,Ohio,13.9,0.837
39147,Seneca County,Ohio,10.3,0.5266
39149,Shelby County,Ohio,7.5,0.255
39151,Stark County,Ohio,9.3,0.4212
39153,Summit County,Ohio,9.1,0.3247
39155,Trumbull County,Ohio,8.6,0.5091
39157,Tuscarawas County,Ohio,10.4,0.475
39159,Union County,Ohio,6.9,0.0777
39161,Van Wert County,Ohio,8.1,0.3926
39163,Vinton County,Ohio,10.7,0.9
39165,Warren County,Ohio,7.9,0.0618
39167,Washington County,Ohio,10.6,0.4556
39169,Wayne County,Ohio,9.1,0.3951
39171,Williams County,Ohio,8.8,0.5174
39173,Wood County,Ohio,8.2,0.2741
39175,Wyandot County,Ohio,7.3,0.3273
40001,Adair County,Oklahoma,10.8,0.852
40003,Alfalfa County,Oklahoma,8.2,0.3212
40005,Atoka County,Oklahoma,9.7,0.8274
40007,Beaver County,Oklahoma,8.1,0.2458
40009,Beckham County,Oklahoma,9.2,0.3238
40011,Blaine County,Oklahoma,8.9,0.4483
40013,Bryan County,Oklahoma,10.5,0.6743
40015,Caddo County,Oklahoma,10.5,0.7577
40017,Canadian County,Oklahoma,9.9,0.0774
40019,Carter County,Oklahoma,9.2,0.4811
40021,Cherokee County,Oklahoma,11.5,0.7249
40023,Choctaw County,Oklahoma,10.1,0.8418
40025,Cimarron County,Oklahoma,7.6,0.4438
40027,Cleveland County,Oklahoma,10.1,0.1675
40029,Coal County,Oklahoma,10,0.6953
40031,Comanche County,Oklahoma,10.2,0.5282
40033,Cotton County,Oklahoma,8.7,0.6135
40035,Craig County,Oklahoma,8.2,0.6202
40037,Creek County,Oklahoma,11.8,0.4992
40039,Custer County,Oklahoma,11.5,0.4199
40041,Delaware County,Oklahoma,9.4,0.7313
40043,Dewey County,Oklahoma,9.1,0.2168
40045,Ellis County,Oklahoma,8.1,0.2127
40047,Garfield County,Oklahoma,8.3,0.3308
40049,Garvin County,Oklahoma,8.8,0.5584
40051,Grady County,Oklahoma,10,0.3368
40053,Grant County,Oklahoma,8.8,0.1114
40055,Greer County,Oklahoma,8.9,0.5107
40057,Harmon County,Oklahoma,7.7,0.7332
40059,Harper County,Oklahoma,8,0.3706
40061,Haskell County,Oklahoma,10.5,0.7287
40063,Hughes County,Oklahoma,11.2,0.8122
40065,Jackson County,Oklahoma,10.1,0.5345
40067,Jefferson County,Oklahoma,8.4,0.6622
40069,Johnston County,Oklahoma,8.9,0.6797
40071,Kay County,Oklahoma,10.2,0.5425
40073,Kingfisher County,Oklahoma,8.9,0.1678
40075,Kiowa County,Oklahoma,8.1,0.5966
40077,Latimer County,Oklahoma,11.2,0.609
40079,Le Flore County,Oklahoma,10.9,0.8618
40081,Lincoln County,Oklahoma,10.4,0.5119
40083,Logan County,Oklahoma,9.5,0.2203
40085,Love County,Oklahoma,10.1,0.4798
40093,Major County,Oklahoma,6.7,0.2713
40095,Marshall County,Oklahoma,10.2,0.6708
40097,Mayes County,Oklahoma,8.1,0.6641
40087,Mcclain County,Oklahoma,7,0.1904
40089,Mccurtain County,Oklahoma,10.7,0.8453
40091,Mcintosh County,Oklahoma,9.1,0.7711
40099,Murray County,Oklahoma,9.8,0.4788
40101,Muskogee County,Oklahoma,10.7,0.7061
40103,Noble County,Oklahoma,8,0.397
40105,Nowata County,Oklahoma,8.5,0.6444
40107,Okfuskee County,Oklahoma,9.8,0.8672
40109,Oklahoma County,Oklahoma,10.1,0.4132
40111,Okmulgee County,Oklahoma,10.7,0.7424
40113,Osage County,Oklahoma,8.6,0.469
40115,Ottawa County,Oklahoma,12.3,0.8093
40117,Pawnee County,Oklahoma,7.7,0.468
40119,Payne County,Oklahoma,7.5,0.5088
40121,Pittsburg County,Oklahoma,10.2,0.5339
40123,Pontotoc County,Oklahoma,10.2,0.5594
40125,Pottawatomie County,Oklahoma,9.7,0.532
40127,Pushmataha County,Oklahoma,11.2,0.8653
40129,Roger Mills County,Oklahoma,9.8,0.185
40131,Rogers County,Oklahoma,9.6,0.127
40133,Seminole County,Oklahoma,12.5,0.7838
40135,Sequoyah County,Oklahoma,11.5,0.8364
40137,Stephens County,Oklahoma,10,0.4575
40139,Texas County,Oklahoma,7.6,0.4932
40141,Tillman County,Oklahoma,9.2,0.8698
40143,Tulsa County,Oklahoma,9.6,0.3117
40145,Wagoner County,Oklahoma,8.7,0.2407
40147,Washington County,Oklahoma,9.8,0.2375
40149,Washita County,Oklahoma,8.2,0.3025
40151,Woods County,Oklahoma,9.8,0.2926
40153,Woodward County,Oklahoma,6.6,0.3028
41001,Baker County,Oregon,8.6,0.4986
41003,Benton County,Oregon,7,0.3884
41005,Clackamas County,Oregon,7.1,0.1748
41007,Clatsop County,Oregon,8.1,0.3473
41009,Columbia County,Oregon,7.8,0.4085
41011,Coos County,Oregon,9.6,0.6154
41013,Crook County,Oregon,9.1,0.8182
41015,Curry County,Oregon,7.9,0.5094
41017,Deschutes County,Oregon,6.7,0.3397
41019,Douglas County,Oregon,9.8,0.7014
41021,Gilliam County,Oregon,6.6,0.2416
41023,Grant County,Oregon,9,0.5731
41025,Harney County,Oregon,7.7,0.7615
41027,Hood River County,Oregon,6.8,0.3913
41029,Jackson County,Oregon,7.2,0.5747
41031,Jefferson County,Oregon,8.9,0.7896
41033,Josephine County,Oregon,8.1,0.6813
41035,Klamath County,Oregon,8.3,0.6975
41037,Lake County,Oregon,9.3,0.6689
41039,Lane County,Oregon,7.8,0.5419
41041,Lincoln County,Oregon,8.3,0.4769
41043,Linn County,Oregon,9.4,0.6399
41045,Malheur County,Oregon,8.4,0.9401
41047,Marion County,Oregon,8.1,0.7443
41049,Morrow County,Oregon,7.9,0.8166
41051,Multnomah County,Oregon,8.2,0.4015
41053,Polk County,Oregon,8.3,0.5412
41055,Sherman County,Oregon,7.6,0.3047
41057,Tillamook County,Oregon,7.6,0.5285
41059,Umatilla County,Oregon,9.6,0.6925
41061,Union County,Oregon,7.4,0.483
41063,Wallowa County,Oregon,7,0.3254
41065,Wasco County,Oregon,7.9,0.6507
41067,Washington County,Oregon,8.3,0.2295
41069,Wheeler County,Oregon,7.9,0.4967
41071,Yamhill County,Oregon,7.5,0.5594
42001,Adams County,Pennsylvania,6.8,0.2178
42003,Allegheny County,Pennsylvania,8.7,0.1547
42005,Armstrong County,Pennsylvania,7.8,0.354
42007,Beaver County,Pennsylvania,7.5,0.2082
42009,Bedford County,Pennsylvania,8,0.4365
42011,Berks County,Pennsylvania,9.1,0.461
42013,Blair County,Pennsylvania,9.8,0.3149
42015,Bradford County,Pennsylvania,6.5,0.3082
42017,Bucks County,Pennsylvania,7.3,0.0656
42019,Butler County,Pennsylvania,7.7,0.0634
42021,Cambria County,Pennsylvania,9,0.454
42023,Cameron County,Pennsylvania,6.4,0.2607
42025,Carbon County,Pennsylvania,7.7,0.347
42027,Centre County,Pennsylvania,7.2,0.2958
42029,Chester County,Pennsylvania,6.7,0.0334
42031,Clarion County,Pennsylvania,9.5,0.5549
42033,Clearfield County,Pennsylvania,7.9,0.5415
42035,Clinton County,Pennsylvania,8.7,0.5072
42037,Columbia County,Pennsylvania,8.7,0.3416
42039,Crawford County,Pennsylvania,8.7,0.4957
42041,Cumberland County,Pennsylvania,7.3,0.0684
42043,Dauphin County,Pennsylvania,8.5,0.2642
42045,Delaware County,Pennsylvania,9,0.1738
42047,Elk County,Pennsylvania,7.1,0.1961
42049,Erie County,Pennsylvania,9.3,0.4094
42051,Fayette County,Pennsylvania,11.5,0.6558
42053,Forest County,Pennsylvania,8.4,0.6476
42055,Franklin County,Pennsylvania,9,0.3324
42057,Fulton County,Pennsylvania,6.5,0.4718
42059,Greene County,Pennsylvania,8.6,0.4314
42061,Huntingdon County,Pennsylvania,7.9,0.4897
42063,Indiana County,Pennsylvania,7.4,0.4877
42065,Jefferson County,Pennsylvania,7.9,0.4448
42067,Juniata County,Pennsylvania,7.8,0.4922
42069,Lackawanna County,Pennsylvania,8,0.3181
42071,Lancaster County,Pennsylvania,8.4,0.2961
42073,Lawrence County,Pennsylvania,7.2,0.383
42075,Lebanon County,Pennsylvania,7,0.3161
42077,Lehigh County,Pennsylvania,9.8,0.3945
42079,Luzerne County,Pennsylvania,7.9,0.4327
42081,Lycoming County,Pennsylvania,9.5,0.4588
42083,Mckean County,Pennsylvania,7.5,0.5199
42085,Mercer County,Pennsylvania,9.3,0.3992
42087,Mifflin County,Pennsylvania,9.9,0.6125
42089,Monroe County,Pennsylvania,8.7,0.4479
42091,Montgomery County,Pennsylvania,6.1,0.036
42093,Montour County,Pennsylvania,7.4,0.1834
42095,Northampton County,Pennsylvania,9.6,0.2092
42097,Northumberland County,Pennsylvania,8.6,0.4998
42099,Perry County,Pennsylvania,7.9,0.2671
42101,Philadelphia County,Pennsylvania,10.8,0.8475
42103,Pike County,Pennsylvania,8.7,0.3301
42105,Potter County,Pennsylvania,7.7,0.4069
42107,Schuylkill County,Pennsylvania,8.2,0.4741
42109,Snyder County,Pennsylvania,7.9,0.3563
